embed_dim,num_heads,num_layers,dropout,lr
512.0,1.0,1.0,0.419983,0.000675075
512.0,1.0,1.0,0.419983,0.000675075
128.0,2.0,2.0,0.434157,2.55892e-06
512.0,1.0,1.0,0.387491,5.75171e-07
512.0,1.0,1.0,0.419983,0.000675075
