embed_dim,num_heads,num_layers,dropout,lr
128.0,16.0,1.0,0.0568581,0.000479632
128.0,16.0,8.0,0.189707,3.49037e-06
512.0,4.0,1.0,0.154739,1.6918e-05
128.0,16.0,1.0,0.0568581,0.000479632
512.0,4.0,1.0,0.154739,1.6918e-05
