embed_dim,num_heads,num_layers,dropout,lr
128.0,16.0,2.0,0.190705,8.72812e-05
64.0,8.0,4.0,0.0639663,2.44856e-06
128.0,2.0,4.0,0.344352,0.000262244
128.0,16.0,2.0,0.190705,8.72812e-05
128.0,16.0,2.0,0.190705,8.72812e-05
