embed_dim,num_heads,num_layers,dropout,lr
512.0,32.0,8.0,0.45871,1.52851e-05
128.0,8.0,8.0,0.317051,3.33487e-05
256.0,2.0,8.0,0.0978883,0.000584559
512.0,16.0,8.0,0.226583,0.000100597
128.0,8.0,8.0,0.317051,3.33487e-05
