embed_dim,num_heads,num_layers,dropout,lr
512.0,4.0,8.0,0.465842,3.94413e-07
256.0,16.0,8.0,0.461817,8.70436e-06
128.0,2.0,2.0,0.44306,2.31105e-06
512.0,4.0,8.0,0.465842,3.94413e-07
128.0,16.0,1.0,0.0376729,0.000484385
