embed_dim,num_heads,num_layers,dropout,lr
128.0,16.0,1.0,0.468685,4.8514e-05
128.0,16.0,1.0,0.468685,4.8514e-05
128.0,32.0,2.0,0.0946202,5.44977e-05
256.0,2.0,1.0,0.074841,1.55796e-06
128.0,32.0,2.0,0.0946202,5.44977e-05
