embed_dim,num_heads,num_layers,dropout,lr
64.0,2.0,2.0,0.285728,2.05697e-07
512.0,8.0,8.0,0.134895,1.4852e-05
256.0,1.0,1.0,0.364046,3.31086e-06
1024.0,2.0,1.0,0.114611,1.88957e-05
1024.0,2.0,1.0,0.114611,1.88957e-05
