embed_dim,num_heads,num_layers,dropout,lr
64.0,4.0,2.0,0.368521,9.97784e-07
256.0,4.0,1.0,0.0528145,5.24011e-06
128.0,4.0,1.0,0.167813,2.7059e-06
1024.0,2.0,2.0,0.490913,0.000241372
128.0,4.0,1.0,0.167813,2.7059e-06
