embed_dim,num_heads,num_layers,dropout,lr
1024.0,32.0,4.0,0.266895,0.000311434
512.0,16.0,2.0,0.223283,1.85737e-06
256.0,16.0,4.0,0.311083,5.6532e-05
512.0,4.0,1.0,0.365585,2.50388e-06
256.0,16.0,4.0,0.311083,5.6532e-05
