embed_dim,num_heads,num_layers,dropout,lr
1024.0,2.0,4.0,0.264303,4.16887e-06
256.0,8.0,4.0,0.321166,1.77604e-06
1024.0,2.0,4.0,0.264303,4.16887e-06
256.0,8.0,4.0,0.321166,1.77604e-06
1024.0,2.0,4.0,0.264303,4.16887e-06
