embed_dim,num_heads,num_layers,dropout,lr
64.0,32.0,1.0,0.0611853,0.000186146
128.0,8.0,1.0,0.0360178,3.11054e-07
512.0,2.0,2.0,0.386183,6.21309e-06
128.0,8.0,1.0,0.0360178,3.11054e-07
512.0,2.0,2.0,0.386183,6.21309e-06
