embed_dim,num_heads,num_layers,dropout,lr
256.0,32.0,8.0,0.348857,0.00054043
128.0,2.0,1.0,0.221033,5.29076e-06
64.0,8.0,8.0,0.240483,0.000807447
128.0,2.0,1.0,0.221033,5.29076e-06
64.0,8.0,8.0,0.240483,0.000807447
