embed_dim,num_heads,num_layers,dropout,lr
128.0,8.0,8.0,0.0958654,1.2976e-05
64.0,2.0,2.0,0.329954,1.21451e-07
64.0,2.0,2.0,0.0230352,6.39171e-05
1024.0,8.0,2.0,0.134291,7.90969e-05
64.0,2.0,2.0,0.329954,1.21451e-07
