embed_dim,num_heads,num_layers,dropout,lr
512.0,32.0,8.0,0.45372,0.000262781
1024.0,1.0,1.0,0.355802,1.28073e-07
1024.0,1.0,1.0,0.355802,1.28073e-07
1024.0,1.0,1.0,0.355802,1.28073e-07
512.0,32.0,8.0,0.45372,0.000262781
