embed_dim,num_heads,num_layers,dropout,lr
512.0,16.0,8.0,0.220605,0.000117109
512.0,32.0,4.0,0.288352,1.41214e-05
512.0,32.0,4.0,0.288352,1.41214e-05
512.0,32.0,2.0,0.360647,3.44925e-05
64.0,1.0,4.0,0.0247585,1.21341e-05
