embed_dim,num_heads,num_layers,dropout,lr
256.0,1.0,2.0,0.469848,3.06534e-05
256.0,1.0,2.0,0.469848,3.06534e-05
256.0,16.0,8.0,0.391802,7.70148e-07
128.0,32.0,1.0,0.493977,2.792e-05
256.0,1.0,2.0,0.469848,3.06534e-05
