embed_dim,num_heads,num_layers,dropout,lr
64.0,4.0,4.0,0.333735,6.43168e-05
1024.0,32.0,1.0,0.142253,1.31288e-06
1024.0,32.0,1.0,0.142253,1.31288e-06
1024.0,32.0,1.0,0.142253,1.31288e-06
512.0,32.0,2.0,0.041785,1.53135e-07
