embed_dim,num_heads,num_layers,dropout,lr
1024.0,8.0,8.0,0.000732935,6.28805e-06
1024.0,8.0,8.0,0.000732935,6.28805e-06
64.0,1.0,1.0,0.28262,3.18231e-06
64.0,1.0,1.0,0.28262,3.18231e-06
64.0,16.0,4.0,0.0964922,6.52177e-05
