embed_dim,num_heads,num_layers,dropout,lr
1024.0,8.0,4.0,0.440104,3.0856e-07
1024.0,8.0,4.0,0.440104,3.0856e-07
128.0,8.0,8.0,0.188757,0.000211398
1024.0,8.0,4.0,0.440104,3.0856e-07
128.0,2.0,1.0,0.45274,4.89409e-06
