embed_dim,num_heads,num_layers,dropout,lr
128.0,8.0,4.0,0.307666,0.000189732
1024.0,32.0,1.0,0.180167,0.000103299
64.0,2.0,1.0,0.0713934,0.000478713
1024.0,32.0,1.0,0.180167,0.000103299
64.0,2.0,1.0,0.0713934,0.000478713
