embed_dim,num_heads,num_layers,dropout,lr
1024.0,1.0,2.0,0.00798932,3.34369e-07
64.0,16.0,8.0,0.025324,1.00615e-05
1024.0,1.0,2.0,0.00798932,3.34369e-07
256.0,4.0,1.0,0.36646,0.000140211
64.0,2.0,1.0,0.0755093,7.77239e-05
