embed_dim,num_heads,num_layers,dropout,lr
128.0,16.0,8.0,0.450118,3.42949e-07
512.0,2.0,2.0,0.212637,5.44198e-05
128.0,16.0,8.0,0.450118,3.42949e-07
512.0,2.0,2.0,0.212637,5.44198e-05
1024.0,1.0,4.0,0.244513,4.5017e-06
