embed_dim,num_heads,num_layers,dropout,lr
1024.0,4.0,2.0,0.422341,1.72564e-07
256.0,8.0,2.0,0.0322247,0.000365954
1024.0,16.0,4.0,0.20948,5.35873e-06
1024.0,4.0,2.0,0.422341,1.72564e-07
1024.0,16.0,2.0,0.252228,6.25068e-06
